,China,France,United Kingdom,India,Pakistan,North Korea,Russian Federation,United States
2009,16.5714641024737,10.7407149170001,1.40134183573636,12.3335608120336,29.4608681061694,59.1659961187107,17.5934427223005,6.61617925790951
2010,16.9489736500775,11.1137102705193,0.94193057456444,12.5656513677538,33.7038057297847,61.8537666174298,16.0679885263812,6.02306238593337
2011,14.6241302346658,8.05050550438104,1.56062358990143,13.3622326287812,29.9894836470712,68.6570269426818,15.7496526593992,7.43610219027027
2012,17.3087339499897,10.4846442709979,1.46810041417932,11.0893647561237,31.0605981794538,70.1809107922645,15.5144471263325,6.52115580755647
2013,16.7313490296358,12.4687030545819,1.32330725540336,12.3886605001713,30.6247357700142,75.8236962688195,17.1286766409257,6.3179099039587
2014,18.5524939791678,11.2619354468656,1.75756726206631,11.0801572565746,30.3529367779564,72.589200960411,16.49831079332,6.05379847359067
2015,19.0698129653579,9.66114989689331,1.869745150971,9.9820390975008,30.6726441219184,72.7960981291403,15.764768590768,5.84163825956796
2016,,,,,,,,
2017,,,,,,,,
2018,,,,,,,,
